"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","ESTU_CONSECUTIVO","ESTU_ESTUDIANTE","ESTU_PAIS_RESIDE","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","ESTU_MCPIO_RESIDE","ESTU_COD_RESIDE_MCPIO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_TIENEINTERNET","FAMI_TIENESERVICIOTV","FAMI_TIENECOMPUTADOR","FAMI_TIENELAVADORA","FAMI_TIENEHORNOMICROOGAS","FAMI_TIENEAUTOMOVIL","FAMI_TIENEMOTOCICLETA","FAMI_TIENECONSOLAVIDEOJUEGOS","FAMI_NUMLIBROS","FAMI_COMELECHEDERIVADOS","FAMI_COMECARNEPESCADOHUEVO","FAMI_COMECEREALFRUTOSLEGUMBRE","FAMI_SITUACIONECONOMICA","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","ESTU_TIPOREMUNERACION","COLE_CODIGO_ICFES","COLE_COD_DANE_ESTABLECIMIENTO","COLE_NOMBRE_ESTABLECIMIENTO","COLE_GENERO","COLE_NATURALEZA","COLE_CALENDARIO","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_SEDE","COLE_NOMBRE_SEDE","COLE_SEDE_PRINCIPAL","COLE_AREA_UBICACION","COLE_JORNADA","COLE_COD_MCPIO_UBICACION","COLE_MCPIO_UBICACION","COLE_COD_DEPTO_UBICACION","COLE_DEPTO_UBICACION","ESTU_PRIVADO_LIBERTAD","ESTU_COD_MCPIO_PRESENTACION","ESTU_MCPIO_PRESENTACION","ESTU_DEPTO_PRESENTACION","ESTU_COD_DEPTO_PRESENTACION","PUNT_LECTURA_CRITICA","PERCENTIL_LECTURA_CRITICA","DESEMP_LECTURA_CRITICA","PUNT_MATEMATICAS","PERCENTIL_MATEMATICAS","DESEMP_MATEMATICAS","PUNT_C_NATURALES","PERCENTIL_C_NATURALES","DESEMP_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PERCENTIL_SOCIALES_CIUDADANAS","DESEMP_SOCIALES_CIUDADANAS","PUNT_INGLES","PERCENTIL_INGLES","DESEMP_INGLES","PUNT_GLOBAL","PERCENTIL_GLOBAL","ESTU_ESTADOINVESTIGACION","ESTU_GENERACION-E"
"TI","COLOMBIA","M","08/08/2002","20,201","SB11202010002440","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","CAJICÁ","25,126",,"1 a 2","Dos",,,"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",,,"Si","Si","Si","Si","No","Si",,,,,"Igual",,,"0","No","094250","425175000969","GIMNASIO LOS CAOBOS","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,175,000,969","GIMN LOS CAOBOS","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","72","87","4","75","91","4","72","92","4","70","85","3","100","100","B+","372","93","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2002","20,201","SB11202010004847","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","3 a 4","Dos","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","No","Si","No","Si","11 A 25 LIBROS","Todos o casi todos los días","1 o 2 veces por semana","1 o 2 veces por semana","Mejor","30 minutos o menos","Más de 3 horas","0","No","024430","376001005626","COL COOMEVA","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,005,626","COL COOMEVA","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","60","47","3","50","26","2","46","23","2","50","35","2","69","53","B1","264","34","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2002","20,201","SB11202010010015","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","3 a 5 veces por semana","Peor","Entre 30 y 60 minutos","Más de 3 horas","Menos de 10 horas","Si, en efectivo y especie","019331","311769001781","COL ABRAHAM LINCOLN","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,769,001,781","COL ABRAHAM LINCOLN","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","67","72","4","71","82","4","66","76","3","65","73","3","82","86","B+","342","79","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2002","20,201","SB11202010044629","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001",,,,,,,,,,,,,,,,,,,,,,,,,"156349","376001043595","INSTITUCION EDUCATIVA DEL VALLE","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,043,595","INSTITUCION EDUCATIVA DEL VALLE - SEDE PRINCIPAL","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","41","8","2","37","7","2","49","29","2","46","28","2","41","12","A-","215","14","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","08/08/2002","20,201","SB11202010054005","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","3 a 4","Dos","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","No","No","Si","26 A 100 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","169672","311001109664","COLEGIO MONTERROSALES","MIXTO","NO OFICIAL","OTRO","N","ACADÉMICO","311,001,109,664","COLEGIO MONTERROSALES - SEDE PRINCIPAL","S","RURAL","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","67","73","4","74","90","4","66","78","3","67","78","3","72","58","B1","344","80","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2002","20,201","SB11202010069082","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","5 a 6","Cuatro","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","No aplica","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","No","Si","Si","Si","Si","No","No","No","26 A 100 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","Más de 30 horas","Si, en efectivo","169276","311001105731","ACAD CENTRAL DE SISTEMAS ACSI","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,731","ACAD CENTRAL DE SISTEMAS ACSI","S","URBANO","SABATINA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","56","36","3","63","57","3","49","28","2","45","26","2","54","29","A1","267","35","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2003","20,201","SB11202010000414","ESTUDIANTE","COLOMBIA","No","VALLE","76","GUADALAJARA DE BUGA","76,111","Estrato 4","3 a 4","Tres","Educación profesional incompleta","Educación profesional incompleta","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Peor","No leo por entretenimiento","Más de 3 horas","0","No","087486","376111002827","COLEGIO COMFANDI BUGA","MIXTO","NO OFICIAL","B","N","TÉCNICO/ACADÉMICO","376,111,002,827","COLEGIO COMFANDI BUGA","S","URBANO","MAÑANA","76111","GUADALAJARA DE BUGA","76","VALLE","N","76111","GUADALAJARA DE BUGA","VALLE","76","72","86","4","52","29","3","54","41","2","54","44","2","73","61","B1","296","50","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2003","20,201","SB11202010024050","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","3 a 4","Dos",,,"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","0 A 10 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","017293","376001003461","COLEGIO SAN ANTONIO MARIA CLARET","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,003,461","COLEGIO SAN ANTONIO MARIA CLARET","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","67","73","4","69","77","3","63","67","3","63","67","3","66","48","A2","328","70","PUBLICAR","NO"
"TI","COLOMBIA","M","08/08/2003","20,201","SB11202010043727","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 6","3 a 4","Dos","Técnica o tecnológica completa","Técnica o tecnológica completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","No leo por entretenimiento","Entre 1 y 3 horas","Menos de 10 horas","Si, en efectivo","130138","376001041761","COLEGIO SANTA ISABEL DE HUNGRIA - CIUDAD 2000","MIXTO","NO OFICIAL","B",,"ACADÉMICO","376,001,041,761","COLEGIO SANTA ISABEL DE HUNGRIA - CIUDAD 2000","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","72","86","4","58","44","3","55","43","2","58","54","3","69","53","B1","307","57","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","08/08/2003","20,201","SB11202010068744","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 1","3 a 4","Tres","No Aplica","No Aplica","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","No","11 A 25 LIBROS","Todos o casi todos los días","1 o 2 veces por semana","Nunca o rara vez comemos eso","Igual","30 minutos o menos","Entre 30 y 60 minutos","Menos de 10 horas","Si, en efectivo","156026","376001035843","COLEGIO MAYOR SAN FRANCISCO DE ASIS","MIXTO","NO OFICIAL","B",,"ACADÉMICO","376,001,035,843","COLEGIO MAYOR SAN FRANCISCO DE ASIS - SEDE PRINCIPAL","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","60","48","3","59","48","3","56","47","3","45","25","2","61","40","A2","277","40","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/0001","20,201","SB11202010019277","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Educación profesional incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","30 minutos o menos","Más de 3 horas","Menos de 10 horas","Si, en efectivo","019349","311769003474","COL ANDINO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,769,003,474","COL ANDINO","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","71","86","4","73","87","4","68","84","3","64","71","3","87","100","B+","352","84","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/0003","20,201","SB11202010009932","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","3 a 4","Cuatro","Técnica o tecnológica completa","Técnica o tecnológica completa","Pensionado","Pensionado","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Peor","Entre 30 y 60 minutos","Más de 3 horas","0","No","191171","376001008501","COLEGIO TECNICO NUEVO SALOMIA","MIXTO","NO OFICIAL","B",,"TÉCNICO/ACADÉMICO","376,001,008,501","COLEGIO TECNICO NUEVO SALOMIA","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","59","45","3","65","64","3","69","84","3","67","77","3","64","45","A2","325","68","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/0003","20,201","SB11202010028533","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","3 a 4","Cuatro","Educación profesional completa","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","Si","No","Si","No","No","No","No","No","26 A 100 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Entre 30 y 60 minutos","Menos de 10 horas","Si, en efectivo","629295","376001019201","INST CIAL ARQUIDIOCESANO","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,019,201","INST CIAL ARQUIDIOCESANO","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","50","23","2","43","15","2","41","14","2","33","7","1","37","8","A-","207","11","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2000","20,201","SB11202010023435","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","3 a 4","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","No aplica","Pensionado","Si","Si","Si","Si","Si","No","No","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Más de 3 horas","0","No","070094","376001000900","COL PARROQ SAN JUAN BAUTISTA","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,000,900","COL PARROQ SAN JUAN BAUTISTA","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","67","73","4","65","64","3","55","45","2","59","56","3","63","44","A2","308","57","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","09/08/2002","20,201","SB11202010018622","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","LA ESTRELLA","5,380","Estrato 4","3 a 4","Dos","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Peor","30 minutos o menos","Entre 1 y 3 horas","0","No","156604","305380019472","COLEGIO CANADIENSE","MIXTO","NO OFICIAL","B","S","ACADÉMICO","305,380,019,472","COLEGIO CANADIENSE - SEDE PRINCIPAL","S","RURAL","COMPLETA","05380","LA ESTRELLA","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","73","90","4","73","87","4","73","94","4","73","92","4","84","90","B+","369","93","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2002","20,201","SB11202010022866","ESTUDIANTE","COLOMBIA","No","VALLE","76","PALMIRA","76,520",,"3 a 4","Tres",,,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia",,,"Si","Si","No","No","No","No",,,,,"Peor",,,"Entre 11 y 20 horas","Si, en efectivo","118315","376520005145","LICEO TECNICO COMERCIAL AVANCEMOS","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,520,005,145","LIC AVANCEMOS","S","URBANO","MAÑANA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","73","89","4","64","62","3","57","48","3","69","83","3","71","57","B1","331","72","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2003","20,201","SB11202010008379","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 2","5 a 6","Tres","Educación profesional completa","Secundaria (Bachillerato) incompleta","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Si","Si","Si","Si","Si","No","No","Si","0 A 10 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","1 o 2 veces por semana","Mejor","30 minutos o menos","Entre 1 y 3 horas","0","No","058727","376001028219","COLEGIO COMFANDI EL PRADO","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,028,219","COLEGIO COMFANDI EL PRADO","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","45","13","2","71","81","4","66","76","3","50","35","2","69","54","B1","294","50","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2003","20,201","SB11202010009024","ESTUDIANTE","COLOMBIA","No","CALDAS","17","MANIZALES","17,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Pensionado","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 30 y 60 minutos","0","No","006023","317001001896","COL. SAN LUIS GONZAGA","MIXTO","NO OFICIAL","B","N","ACADÉMICO","317,001,001,896","COL. SAN LUIS GONZAGA","S","URBANO","COMPLETA","17001","MANIZALES","17","CALDAS","N","17001","MANIZALES","CALDAS","17","53","29","3","54","34","3","60","58","3","42","21","2","68","52","B1","267","35","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2003","20,201","SB11202010012261","ESTUDIANTE","COLOMBIA","No","NARIÑO","52","PASTO","52,001","Estrato 4","3 a 4","Cuatro","Educación profesional completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","No","26 A 100 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","078972","352001004135","INST SAN FRANCISCO DE ASIS","MIXTO","NO OFICIAL","B","N","ACADÉMICO","352,001,004,135","INST SAN FRANCISCO DE ASIS","S","URBANO","MAÑANA","52001","PASTO","52","NARIÑO","N","52001","PASTO","NARIÑO","52","65","67","3","65","64","3","65","74","3","57","52","3","64","46","A2","315","62","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2003","20,201","SB11202010073661","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","3 a 4","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","No aplica","No aplica","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","Más de 2 horas","Más de 3 horas","0","No","106625","311001105944","BACHILLERATO DE ADULTOS UNAD","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,944","BTO DE ADULTOS UNAD","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","46","15","2","56","40","3","39","11","1","40","16","1","41","12","A-","225","17","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2003","20,201","SB11202010074405","ESTUDIANTE","COLOMBIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"022012","411769000101","COL SAN VIATOR","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","411,769,000,101","COLEGIO SAN VIATOR BILINGUE INTERNACIONAL","S","RURAL","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","60","49","3","70","79","3","72","91","4","63","67","3","74","62","B1","334","74","PUBLICAR","NO"
"TI","COLOMBIA","M","09/08/2004","20,201","SB11202010000792","ESTUDIANTE","COLOMBIA","No","VALLE","76","GUADALAJARA DE BUGA","76,111","Estrato 2","5 a 6","Seis o mas","Técnica o tecnológica incompleta","Técnica o tecnológica incompleta","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","No","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","Menos de 10 horas","No","041434","376111000263","COL MAYOR CIUDAD DE BUGA","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,111,000,263","COL MAYOR CIUDAD DE BUGA","S","URBANO","COMPLETA","76111","GUADALAJARA DE BUGA","76","VALLE","N","76111","GUADALAJARA DE BUGA","VALLE","76","69","78","4","55","37","3","49","30","2","55","47","2","82","85","B+","295","50","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/0002","20,201","SB11202010018822","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","7 a 8","Cinco","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","Entre 30 y 60 minutos","Más de 3 horas","0","No","124834","425175032402","COLEGIO CAMPESTRE SAN DIEGO","MIXTO","NO OFICIAL","B",,"ACADÉMICO","425,175,032,402","COLEGIO CAMPESTRE SAN DIEGO - SEDE PRINCIPAL","S","URBANO","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","66","71","4","56","39","3","62","65","3","65","74","3","73","62","B1","315","62","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/0002","20,201","SB11202010018897","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","3 a 4","Tres","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","No leo por entretenimiento","Entre 30 y 60 minutos","0","No","124834","425175032402","COLEGIO CAMPESTRE SAN DIEGO","MIXTO","NO OFICIAL","B",,"ACADÉMICO","425,175,032,402","COLEGIO CAMPESTRE SAN DIEGO - SEDE PRINCIPAL","S","URBANO","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","42","9","2","42","13","2","37","7","1","41","19","2","62","43","A2","211","12","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/0003","20,201","SB11202010009738","ESTUDIANTE","COLOMBIA","No","VALLE","76","PALMIRA","76,520","Estrato 3","3 a 4","Tres","Postgrado","Postgrado","No sabe","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Si","Si","Si","No","No","Si","No","Si","11 A 25 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","Más de 3 horas","0","No","018721","376520000216","SEM DE CRISTO SACERDOTE","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","376,520,000,216","SEM DE CRISTO SACERDOTE","S","URBANO","COMPLETA","76520","PALMIRA","76","VALLE","N","76520","PALMIRA","VALLE","76","76","95","4","68","75","3","72","92","4","71","87","4","75","66","B1","360","89","PUBLICAR","GENERACION E - EXCELENCIA NACIONAL"
"TI","COLOMBIA","M","10/08/0003","20,201","SB11202010040589","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","7 a 8","Tres","Educación profesional completa","Secundaria (Bachillerato) completa","No aplica","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","No","No","Si","Si","26 A 100 LIBROS","3 a 5 veces por semana","1 o 2 veces por semana","1 o 2 veces por semana","Igual","30 minutos o menos","Más de 3 horas","0","No","100552","376001012789","COL TECNICO MARIA ELVINIA","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,012,789","COL TECNICO MARIA ELVINIA","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","44","11","2","56","39","3","55","45","2","43","22","2","58","35","A2","251","27","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2001","20,201","SB11202010024416","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","No","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","106229","311001047863","FUNDACION COLEGIO CARDENAL JHON HENRY NEWMAN","MIXTO","NO OFICIAL","B","N","ACADÉMICO","311,001,047,863","FUNDACION COLEGIO CARDENAL JHON HENRY NEWMAN","S","RURAL","COMPLETA","25126","CAJICÁ","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","62","54","3","60","49","3","64","70","3","51","38","2","76","68","B1","303","54","PUBLICAR","NO"
"TI","COLOMBIA","M","10/08/2001","20,201","SB11202010026096","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","ENVIGADO","5,266","Estrato 6","3 a 4","Cuatro","Postgrado","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","No leo por entretenimiento","Más de 3 horas","0","No","000182","305001003688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","MIXTO","NO OFICIAL","B","S","ACADÉMICO","305,001,003,688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","S","RURAL","COMPLETA","05266","ENVIGADO","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","56","36","3","63","59","3","61","63","3","58","55","3","78","74","B1","305","55","PUBLICAR","NO"
